order_id,user_id,category,price,timestamp
ORD06933,461,服装,76.79,2025-04-24 03:26:12.343576
ORD00133,899,家居用品,137.92,2025-04-24 03:27:04.309242
ORD06294,2588,家居用品,14.1,2025-04-24 03:34:33.444954
ORD08005,44,服装,65.38,2025-04-24 03:34:58.092762
ORD06472,91,图书,137.04,2025-04-24 04:07:56.400546
ORD05197,2936,电子产品,99.45,2025-04-24 04:11:38.834289
ORD05894,1768,服装,130.2,2025-04-24 04:13:42.533107
ORD02384,1004,图书,187.42,2025-04-24 04:15:31.268636
ORD01617,2460,家居用品,179.65,2025-04-24 04:15:31.484805
ORD02038,2521,家居用品,381.05,2025-04-24 04:20:51.470779
ORD00728,2549,电子产品,241.23,2025-04-24 04:21:17.931069
ORD02907,132,服装,204.37,2025-04-24 04:23:36.628198
ORD09526,2626,电子产品,35.32,2025-04-24 04:28:04.349304
ORD02345,2561,电子产品,101.52,2025-04-24 04:31:13.434626
ORD00280,249,图书,150.69,2025-04-24 04:31:58.805499
ORD00684,626,电子产品,91.47,2025-04-24 04:40:52.987926
ORD06913,1412,服装,80.1,2025-04-24 04:45:58.824537
ORD03025,994,食品,163.94,2025-04-24 04:47:36.732742
ORD07178,2285,服装,320.7,2025-04-24 04:54:05.538633
ORD04192,689,服装,109.2,2025-04-24 04:57:04.841061
ORD06894,2524,家居用品,335.71,2025-04-24 05:09:23.026844
ORD05518,730,图书,59.21,2025-04-24 05:09:59.713608
ORD01090,1316,家居用品,388.43,2025-04-24 05:16:25.116569
ORD00629,2817,电子产品,315.16,2025-04-24 05:17:27.393083
ORD08705,165,电子产品,337.56,2025-04-24 05:19:37.031255
ORD01537,1962,图书,201.53,2025-04-24 05:20:37.824427
ORD08016,1440,服装,160.12,2025-04-24 05:21:51.347587
ORD05261,2993,食品,98.07,2025-04-24 05:28:22.104886
ORD03874,2433,图书,207.18,2025-04-24 05:30:29.312152
ORD02657,2744,家居用品,267.12,2025-04-24 05:30:41.693649
ORD03067,804,图书,123.82,2025-04-24 05:32:16.128600
ORD08710,1262,食品,82.23,2025-04-24 05:32:55.545698
ORD07987,403,服装,191.37,2025-04-24 05:33:51.173825
ORD02304,1683,服装,70.46,2025-04-24 05:36:08.940130
ORD09883,2257,食品,117.12,2025-04-24 05:36:45.107753
ORD09985,478,电子产品,409.75,2025-04-24 05:44:47.075894
ORD08949,534,服装,215.14,2025-04-24 05:49:23.338993
ORD00024,2933,图书,193.4,2025-04-24 05:50:00.808795
ORD04706,847,电子产品,174.64,2025-04-24 05:51:39.326055
ORD04328,1237,图书,42.54,2025-04-24 05:51:58.056028
ORD02368,2363,电子产品,241.33,2025-04-24 05:53:44.917882
ORD09451,2797,食品,59.37,2025-04-24 05:55:18.701562
ORD08731,1825,服装,51.22,2025-04-24 05:59:57.601068
ORD05570,1221,家居用品,56.19,2025-04-24 06:00:04.402116
ORD08545,1445,图书,624.55,2025-04-24 06:04:25.534352
ORD09515,2244,服装,402.31,2025-04-24 06:08:55.935488
ORD04619,1101,食品,219.19,2025-04-24 06:11:54.834193
ORD08806,1245,服装,289.47,2025-04-24 06:12:12.316733
ORD06050,282,电子产品,114.35,2025-04-24 06:13:56.487984
ORD09493,1300,食品,512.18,2025-04-24 06:17:23.593740
ORD01589,1045,服装,237.26,2025-04-24 06:22:20.519595
ORD03255,302,图书,37.36,2025-04-24 06:29:09.379532
ORD09681,368,服装,441.16,2025-04-24 06:33:04.604066
ORD05034,1082,电子产品,200.91,2025-04-24 06:42:48.484553
ORD04531,966,服装,231.68,2025-04-24 06:43:52.204309
ORD02158,2033,电子产品,150.43,2025-04-24 06:46:26.423853
ORD06162,2094,电子产品,873.17,2025-04-24 06:51:02.944983
ORD03764,2722,家居用品,150.86,2025-04-24 06:52:25.117864
ORD03769,2563,电子产品,19.94,2025-04-24 06:53:56.415213
ORD05488,394,家居用品,390.78,2025-04-24 06:54:47.360496
ORD03261,2597,食品,344.41,2025-04-24 06:55:56.841799
ORD03150,1626,电子产品,64.74,2025-04-24 07:04:17.500090
ORD03425,2643,服装,105.05,2025-04-24 07:11:07.804491
ORD06563,635,食品,114.0,2025-04-24 07:17:50.223808
ORD02202,2102,家居用品,16.48,2025-04-24 07:21:37.412910
ORD00359,2537,食品,468.56,2025-04-24 07:24:22.048421
ORD05716,2803,服装,95.9,2025-04-24 07:30:10.041131
ORD05290,2916,食品,13.49,2025-04-24 07:30:10.148956
ORD06491,2042,家居用品,90.38,2025-04-24 07:37:12.794905
ORD06036,2,图书,331.9,2025-04-24 07:37:20.390541
ORD02307,303,食品,126.2,2025-04-24 07:41:36.374846
ORD04117,433,图书,123.61,2025-04-24 07:54:13.888580
ORD06199,1077,服装,481.4,2025-04-24 07:54:13.915500
ORD05592,868,图书,95.09,2025-04-24 07:57:54.768567
ORD04749,2495,食品,273.06,2025-04-24 08:01:24.425418
ORD03422,2510,电子产品,148.11,2025-04-24 08:10:23.688748
ORD04143,374,食品,519.06,2025-04-24 08:16:27.410091
ORD04402,2020,电子产品,212.21,2025-04-24 08:21:04.210221
ORD05731,897,服装,236.44,2025-04-24 08:24:46.545007
ORD04428,308,食品,127.96,2025-04-24 08:34:38.663047
ORD06146,2769,家居用品,291.01,2025-04-24 08:36:01.461538
ORD06368,1462,图书,34.66,2025-04-24 08:39:47.642351
ORD04329,1322,电子产品,96.69,2025-04-24 08:40:09.698261
ORD01708,2733,食品,185.45,2025-04-24 08:46:48.619091
ORD05584,1615,图书,36.36,2025-04-24 08:50:51.126812
ORD03808,562,食品,52.1,2025-04-24 08:51:23.664631
ORD08305,1425,图书,126.35,2025-04-24 08:56:32.300619
ORD09719,1066,图书,159.53,2025-04-24 09:01:31.751531
ORD02274,2916,图书,477.99,2025-04-24 09:04:52.623790
ORD00035,2860,家居用品,338.34,2025-04-24 09:07:52.969563
ORD07344,552,电子产品,217.6,2025-04-24 09:08:12.341601
ORD01134,119,服装,240.81,2025-04-24 09:08:15.059101
ORD08028,2690,电子产品,260.37,2025-04-24 09:10:00.161283
ORD09074,2698,电子产品,72.16,2025-04-24 09:10:54.775546
ORD04913,1222,图书,222.69,2025-04-24 09:11:28.791687
ORD07212,1325,食品,160.41,2025-04-24 09:14:07.575537
ORD01009,1846,家居用品,87.22,2025-04-24 09:19:56.761131
ORD05593,1691,服装,364.21,2025-04-24 09:21:26.124660
ORD02674,1667,图书,86.65,2025-04-24 09:25:40.457030
ORD06464,2551,服装,136.25,2025-04-24 09:28:18.794601
ORD06764,2254,食品,111.85,2025-04-24 09:35:59.743663
ORD05270,1576,电子产品,235.01,2025-04-24 09:41:02.340828
ORD04325,2401,图书,67.99,2025-04-24 09:41:28.377962
ORD02338,324,图书,226.93,2025-04-24 09:42:18.321342
ORD04388,1023,家居用品,338.19,2025-04-24 09:44:09.287092
ORD02529,69,家居用品,139.67,2025-04-24 09:44:17.617505
ORD00404,2679,食品,342.09,2025-04-24 09:45:11.276053
ORD02840,2756,服装,232.35,2025-04-24 09:51:16.960533
ORD06994,1560,图书,252.55,2025-04-24 09:51:20.116979
ORD06800,1504,食品,273.6,2025-04-24 09:53:13.662301
ORD09856,919,家居用品,407.93,2025-04-24 10:01:59.791715
ORD03804,423,图书,39.5,2025-04-24 10:08:22.807687
ORD05645,1493,电子产品,83.02,2025-04-24 10:14:54.884591
ORD05443,2718,食品,261.49,2025-04-24 10:21:41.044549
ORD04988,2945,食品,152.26,2025-04-24 10:23:13.457425
ORD00255,878,服装,44.44,2025-04-24 10:23:35.371772
ORD08200,955,服装,218.43,2025-04-24 10:24:08.462985
ORD04818,366,服装,308.99,2025-04-24 10:28:15.085896
ORD02325,227,电子产品,135.72,2025-04-24 10:36:07.665153
ORD01915,1346,电子产品,190.34,2025-04-24 10:44:11.969703
ORD00450,309,服装,233.25,2025-04-24 10:45:40.155120
ORD05058,381,电子产品,29.06,2025-04-24 10:46:01.323922
ORD09091,1656,食品,114.11,2025-04-24 10:54:40.020427
ORD00159,2200,电子产品,478.72,2025-04-24 10:58:40.547355
ORD09386,1059,家居用品,374.72,2025-04-24 10:59:46.608301
ORD04677,508,食品,104.77,2025-04-24 11:09:28.726832
ORD00664,2136,图书,31.71,2025-04-24 11:10:30.819976
ORD05826,1058,图书,129.1,2025-04-24 11:14:11.138252
ORD07417,2076,服装,251.04,2025-04-24 11:14:12.917752
ORD03256,337,食品,34.99,2025-04-24 11:18:14.242006
ORD09932,2189,食品,138.0,2025-04-24 11:18:16.439275
ORD06077,480,电子产品,44.08,2025-04-24 11:19:20.940341
ORD06468,80,图书,110.04,2025-04-24 11:26:40.784172
ORD03696,1101,家居用品,95.78,2025-04-24 11:34:42.924525
ORD06182,2123,服装,107.72,2025-04-24 11:36:39.119229
ORD01095,1687,服装,243.4,2025-04-24 11:44:03.765507
ORD02872,1539,电子产品,23.87,2025-04-24 11:45:11.886024
ORD07152,1752,图书,463.52,2025-04-24 11:45:29.061687
ORD04037,33,电子产品,73.26,2025-04-24 11:48:18.733853
ORD04480,700,食品,307.85,2025-04-24 11:50:38.428777
ORD05078,653,电子产品,75.37,2025-04-24 11:53:04.586338
ORD03554,1283,食品,113.4,2025-04-24 11:54:24.177830
ORD01030,471,食品,58.32,2025-04-24 11:54:42.090585
ORD03110,2072,电子产品,26.33,2025-04-24 11:57:15.686461
ORD04845,1223,食品,133.53,2025-04-24 11:57:55.047264
ORD08071,285,家居用品,235.5,2025-04-24 11:57:59.338733
ORD00937,2188,图书,163.73,2025-04-24 12:03:58.634389
ORD01161,999,家居用品,105.22,2025-04-24 12:07:50.629155
ORD08770,2985,家居用品,528.91,2025-04-24 12:09:20.311997
ORD08866,1459,食品,218.55,2025-04-24 12:09:26.877681
ORD03451,618,家居用品,100.14,2025-04-24 12:12:19.373458
ORD09070,431,图书,45.99,2025-04-24 12:32:24.529310
ORD03780,875,图书,56.24,2025-04-24 12:34:55.698895
ORD06428,1791,服装,353.98,2025-04-24 12:35:23.952686
ORD02956,2781,服装,489.87,2025-04-24 12:38:21.093878
ORD04654,2076,图书,76.48,2025-04-24 12:38:48.534890
ORD06752,1523,电子产品,21.85,2025-04-24 12:52:39.184403
ORD05114,1386,食品,274.72,2025-04-24 13:07:36.572489
ORD01190,2261,服装,173.32,2025-04-24 13:12:36.791808
ORD07745,2091,图书,66.62,2025-04-24 13:17:33.420216
ORD02275,2907,图书,123.04,2025-04-24 13:22:40.602079
ORD05282,1691,家居用品,225.03,2025-04-24 13:27:04.243821
ORD00329,1216,家居用品,17.72,2025-04-24 13:32:44.203117
ORD00874,989,服装,154.07,2025-04-24 13:36:49.316542
ORD04354,2986,电子产品,213.77,2025-04-24 13:41:49.864552
ORD05693,1068,服装,109.11,2025-04-24 13:45:41.778193
ORD06946,94,家居用品,158.3,2025-04-24 13:50:09.964450
ORD03581,1184,电子产品,207.68,2025-04-24 13:51:06.437521
ORD09315,1648,电子产品,187.58,2025-04-24 14:02:36.034913
ORD05797,944,服装,65.27,2025-04-24 14:13:18.098780
ORD02298,1267,家居用品,236.6,2025-04-24 14:16:31.850403
ORD04585,2409,食品,110.79,2025-04-24 14:21:07.430286
ORD06386,1782,图书,120.42,2025-04-24 14:22:57.282880
ORD04140,881,食品,110.19,2025-04-24 14:23:03.560080
ORD08127,1975,家居用品,71.05,2025-04-24 14:30:55.468952
ORD00085,2800,电子产品,295.3,2025-04-24 14:47:33.548602
ORD05628,410,电子产品,136.21,2025-04-24 14:48:07.322200
ORD00189,1328,服装,81.78,2025-04-24 14:48:21.544372
ORD03734,535,图书,71.31,2025-04-24 15:01:44.141291
ORD04268,2359,图书,82.45,2025-04-24 15:02:19.349710
ORD07283,2702,图书,223.67,2025-04-24 15:04:02.593883
ORD08269,65,电子产品,215.21,2025-04-24 15:05:17.623469
ORD06678,2873,电子产品,51.32,2025-04-24 15:05:48.190579
ORD09972,2662,食品,149.1,2025-04-24 15:06:32.751556
ORD09609,2458,电子产品,211.46,2025-04-24 15:12:20.047537
ORD03262,632,图书,144.95,2025-04-24 15:17:18.421030
ORD01419,2872,家居用品,336.36,2025-04-24 15:20:59.590434
ORD02655,994,电子产品,427.18,2025-04-24 15:23:57.925869
ORD01936,564,服装,173.36,2025-04-24 15:30:16.113366
ORD01297,39,电子产品,165.95,2025-04-24 15:35:57.419641
ORD07988,1046,食品,270.82,2025-04-24 15:41:53.681825
ORD04487,1629,图书,257.45,2025-04-24 15:43:55.445834
ORD01019,2880,服装,311.33,2025-04-24 15:48:19.760709
ORD07150,1875,图书,372.0,2025-04-24 15:54:22.335332
ORD08838,2317,电子产品,57.36,2025-04-24 15:58:11.860827
ORD09081,2847,家居用品,82.12,2025-04-24 15:58:41.870383
ORD03046,404,图书,111.7,2025-04-24 16:02:42.073884
ORD04631,551,家居用品,161.44,2025-04-24 16:02:52.294983
ORD04336,2660,家居用品,102.25,2025-04-24 16:08:29.017797
ORD04872,2361,电子产品,229.4,2025-04-24 16:08:46.674284
ORD06500,1092,家居用品,629.32,2025-04-24 16:13:13.211300
ORD03017,856,服装,43.02,2025-04-24 16:22:08.150951
ORD05052,699,图书,387.45,2025-04-24 16:24:53.798064
ORD09181,2331,电子产品,464.37,2025-04-24 16:33:00.155409
ORD05846,1683,食品,92.95,2025-04-24 16:45:09.781953
ORD08868,1188,家居用品,165.81,2025-04-24 16:45:53.238059
ORD08485,1661,家居用品,203.45,2025-04-24 16:51:43.054342
ORD08983,120,家居用品,144.26,2025-04-24 17:06:13.605172
ORD02758,2961,服装,192.79,2025-04-24 17:06:43.209907
ORD09027,2107,家居用品,224.25,2025-04-24 17:08:48.816658
ORD08923,538,食品,108.46,2025-04-24 17:12:48.855685
ORD07276,2227,服装,129.85,2025-04-24 17:13:06.859331
ORD01538,1646,电子产品,296.59,2025-04-24 17:14:30.729450
ORD09110,2095,电子产品,30.27,2025-04-24 17:19:04.873522
ORD07838,2377,图书,438.93,2025-04-24 17:20:26.721339
ORD01197,979,电子产品,169.38,2025-04-24 17:21:12.079544
ORD09022,741,图书,82.46,2025-04-24 17:21:22.492539
ORD05278,1205,图书,62.37,2025-04-24 17:35:23.742458
ORD00726,1915,电子产品,47.11,2025-04-24 17:40:30.577577
ORD05470,1051,食品,17.1,2025-04-24 17:40:53.366831
ORD06642,2208,家居用品,339.74,2025-04-24 17:46:15.574171
ORD07790,2656,家居用品,277.17,2025-04-24 17:47:59.253633
ORD06286,2091,食品,114.1,2025-04-24 17:52:04.498047
ORD01323,1212,食品,147.34,2025-04-24 17:52:55.234703
ORD07985,1108,图书,45.72,2025-04-24 18:01:09.810647
ORD07458,854,食品,274.25,2025-04-24 18:19:20.945996
ORD00063,788,服装,146.7,2025-04-24 18:21:27.075096
ORD08231,259,服装,179.12,2025-04-24 18:24:14.093944
ORD08324,218,食品,63.94,2025-04-24 18:26:44.195062
ORD07176,1621,图书,436.05,2025-04-24 18:28:49.941368
ORD00027,2233,电子产品,152.18,2025-04-24 18:29:30.943184
ORD05416,209,电子产品,99.63,2025-04-24 18:32:58.987849
ORD02793,2250,食品,216.24,2025-04-24 18:38:41.478927
ORD07100,539,服装,191.25,2025-04-24 18:46:27.238308
ORD05809,2652,家居用品,309.58,2025-04-24 18:49:34.917228
ORD08519,1498,服装,210.13,2025-04-24 18:50:17.152580
ORD03486,2774,服装,358.75,2025-04-24 18:50:20.192218
ORD03159,1229,图书,178.15,2025-04-24 19:03:36.903155
ORD07592,1606,家居用品,435.98,2025-04-24 19:09:41.417079
ORD02166,1739,图书,247.95,2025-04-24 19:10:44.171464
ORD09520,214,图书,130.09,2025-04-24 19:11:54.851571
ORD01605,2301,电子产品,1361.02,2025-04-24 19:18:46.639941
ORD03457,1704,家居用品,418.17,2025-04-24 19:19:56.954564
ORD07161,2343,服装,299.02,2025-04-24 19:23:18.271748
ORD03762,338,食品,74.86,2025-04-24 19:27:21.492549
ORD02621,2296,电子产品,471.43,2025-04-24 19:28:49.291003
ORD03214,2774,图书,430.73,2025-04-24 19:30:06.925572
ORD00904,1442,家居用品,83.32,2025-04-24 19:32:32.178526
ORD08646,747,家居用品,81.9,2025-04-24 19:32:45.965356
ORD04374,1421,食品,19.71,2025-04-24 19:35:59.895107
ORD04220,1963,电子产品,449.97,2025-04-24 19:36:29.358488
ORD09832,2100,服装,130.77,2025-04-24 20:01:57.322884
ORD08196,2778,服装,264.63,2025-04-24 20:02:25.902104
ORD06498,599,食品,193.94,2025-04-24 20:03:11.578628
ORD04031,1157,食品,336.41,2025-04-24 20:10:44.217392
ORD02517,2526,电子产品,67.63,2025-04-24 20:18:11.442905
ORD01565,2480,图书,532.85,2025-04-24 20:18:42.941857
ORD09244,1731,图书,268.52,2025-04-24 20:19:03.714001
ORD08069,729,家居用品,246.97,2025-04-24 20:19:49.205596
ORD00840,1785,服装,27.03,2025-04-24 20:22:09.295280
ORD09159,1572,电子产品,76.48,2025-04-24 20:23:29.410402
ORD04888,817,服装,133.53,2025-04-24 20:23:52.115715
ORD09028,933,电子产品,261.11,2025-04-24 20:24:38.857199
ORD04745,1533,家居用品,69.6,2025-04-24 20:26:16.113360
ORD00276,2759,食品,37.6,2025-04-24 20:29:59.201365
ORD06710,398,电子产品,199.68,2025-04-24 20:30:00.081966
ORD07381,2129,家居用品,121.12,2025-04-24 20:34:49.972050
ORD04104,1610,食品,178.72,2025-04-24 20:39:37.511128
ORD01829,1852,家居用品,72.54,2025-04-24 20:44:27.097417
ORD00556,1231,图书,115.45,2025-04-24 20:48:30.813344
ORD02704,2469,电子产品,81.47,2025-04-24 20:52:16.117130
ORD01807,2313,家居用品,268.18,2025-04-24 20:56:16.373883
ORD05991,596,家居用品,213.11,2025-04-24 21:00:44.864586
ORD03968,1759,图书,132.72,2025-04-24 21:04:41.512856
ORD08399,132,电子产品,99.36,2025-04-24 21:06:43.520435
ORD06562,2443,电子产品,207.47,2025-04-24 21:12:58.109180
ORD00214,1734,食品,224.09,2025-04-24 21:14:30.744290
ORD01303,303,家居用品,240.02,2025-04-24 21:15:09.465321
ORD00564,1212,家居用品,166.2,2025-04-24 21:19:15.901240
ORD09867,1191,图书,53.71,2025-04-24 21:26:54.904694
ORD03007,2470,图书,125.96,2025-04-24 21:29:24.937015
ORD06206,754,食品,318.99,2025-04-24 21:33:43.092042
ORD05974,663,食品,47.75,2025-04-24 21:38:12.659420
ORD07056,2480,图书,74.51,2025-04-24 21:39:53.247721
ORD04419,1306,图书,88.2,2025-04-24 21:41:56.761464
ORD03840,1759,电子产品,40.06,2025-04-24 21:44:08.896729
ORD03773,960,图书,283.32,2025-04-24 21:51:12.422561
ORD02247,2884,服装,55.45,2025-04-24 21:52:36.834713
ORD01670,1859,服装,154.87,2025-04-24 21:52:43.868836
ORD05976,879,食品,195.89,2025-04-24 21:53:08.769227
ORD04994,2039,食品,252.2,2025-04-24 21:54:29.835722
ORD07584,1929,图书,337.56,2025-04-24 21:55:43.331887
ORD09180,449,食品,74.52,2025-04-24 22:02:40.777753
ORD04409,2368,服装,80.43,2025-04-24 22:07:50.897925
ORD00995,852,服装,172.36,2025-04-24 22:12:51.135415
ORD07401,1696,图书,182.81,2025-04-24 22:19:17.654148
ORD06423,2246,服装,301.27,2025-04-24 22:30:51.534537
ORD01093,659,服装,343.56,2025-04-24 22:32:17.799322
ORD04912,188,图书,492.12,2025-04-24 22:34:24.961116
ORD05746,191,家居用品,343.31,2025-04-24 22:37:14.461482
ORD05309,2609,电子产品,158.02,2025-04-24 22:37:39.349144
ORD00815,2710,食品,191.15,2025-04-24 22:45:16.524977
ORD07226,2915,食品,214.07,2025-04-24 22:46:58.696496
ORD05291,2268,家居用品,389.97,2025-04-24 22:53:48.555035
ORD06189,864,服装,292.03,2025-04-24 23:05:14.802743
ORD02270,2221,食品,131.49,2025-04-24 23:08:49.402147
ORD05399,1756,食品,284.47,2025-04-24 23:14:21.605428
ORD03198,135,家居用品,232.95,2025-04-24 23:18:20.196499
ORD04691,670,服装,394.47,2025-04-24 23:26:29.352575
ORD06177,2812,电子产品,245.88,2025-04-24 23:29:37.310103
ORD07806,2553,服装,272.28,2025-04-24 23:35:07.156042
ORD02159,2835,家居用品,474.13,2025-04-24 23:40:25.238954
ORD06301,2509,服装,160.04,2025-04-24 23:44:40.123694
ORD09439,1042,食品,366.02,2025-04-24 23:48:48.464735
ORD06796,1457,食品,92.33,2025-04-24 23:55:45.786222
ORD08857,2840,图书,112.19,2025-04-24 23:55:48.140278
ORD02614,850,家居用品,160.31,2025-04-25 00:10:29.728397
ORD00010,2234,食品,21.59,2025-04-25 00:11:27.318119
ORD02826,2003,家居用品,177.36,2025-04-25 00:11:29.702907
ORD04348,1550,食品,46.62,2025-04-25 00:15:19.680905
ORD02785,548,食品,92.8,2025-04-25 00:25:01.278075
ORD04396,198,电子产品,73.21,2025-04-25 00:40:12.583580
ORD02103,277,食品,146.34,2025-04-25 00:43:22.104111
ORD01729,1558,食品,238.46,2025-04-25 00:53:29.073678
ORD00514,1357,服装,146.01,2025-04-25 00:54:58.173841
ORD03376,2979,家居用品,77.46,2025-04-25 01:05:35.059208
ORD08614,2686,图书,115.39,2025-04-25 01:07:10.347046
ORD02551,1968,图书,108.88,2025-04-25 01:10:45.952326
ORD02975,1940,家居用品,258.25,2025-04-25 01:17:21.682636
ORD02763,1473,图书,117.73,2025-04-25 01:18:39.014782
ORD00077,1495,电子产品,68.71,2025-04-25 01:23:30.474836
ORD05803,2766,服装,84.82,2025-04-25 01:24:25.873251
ORD03965,484,家居用品,124.49,2025-04-25 01:30:21.783972
ORD05123,2977,服装,184.02,2025-04-25 01:31:40.564131
ORD04032,1273,家居用品,429.37,2025-04-25 01:42:13.821363
ORD08800,1186,电子产品,492.58,2025-04-25 01:51:01.657154
ORD03149,1095,电子产品,213.25,2025-04-25 01:57:18.726267
ORD01204,1938,电子产品,361.44,2025-04-25 01:59:45.005888
ORD07917,2700,家居用品,160.08,2025-04-25 02:06:22.113403
ORD03233,1625,家居用品,103.81,2025-04-25 02:07:38.902776
ORD06746,2458,服装,263.57,2025-04-25 02:09:53.431957
ORD10000,209,服装,112.32,2025-04-25 02:11:38.722735
ORD00913,789,服装,181.72,2025-04-25 02:12:32.657357
ORD07828,2238,家居用品,426.45,2025-04-25 02:14:13.189035
ORD01223,2960,图书,94.98,2025-04-25 02:22:35.750000
ORD00546,1492,电子产品,214.94,2025-04-25 02:34:22.620114
ORD09342,2140,电子产品,136.34,2025-04-25 02:46:50.234179
ORD02839,1894,家居用品,222.67,2025-04-25 02:50:50.993710
ORD07843,2991,电子产品,98.63,2025-04-25 02:54:06.730490
ORD09892,1904,家居用品,69.29,2025-04-25 03:05:45.520770
ORD03776,374,服装,165.08,2025-04-25 03:12:09.171862
ORD00008,420,图书,246.98,2025-04-25 03:17:26.446559
ORD02583,850,家居用品,138.55,2025-04-25 03:20:46.002839
ORD05288,2244,电子产品,69.98,2025-04-25 03:22:43.450942
ORD05610,2641,家居用品,184.16,2025-04-25 03:22:44.592139
ORD08856,1889,家居用品,157.73,2025-04-25 03:25:13.858982
ORD00729,2188,图书,222.03,2025-04-25 03:25:25.120223
ORD07854,1936,食品,349.79,2025-04-25 03:31:49.259055
ORD05598,754,食品,265.99,2025-04-25 03:40:15.276508
ORD06765,1041,服装,241.09,2025-04-25 03:50:47.606990
ORD08363,815,食品,341.29,2025-04-25 03:52:09.220214
ORD03341,1372,服装,214.71,2025-04-25 03:54:41.697642
ORD04981,2551,服装,142.93,2025-04-25 04:03:40.734555
ORD00130,2391,服装,322.66,2025-04-25 04:04:39.514447
ORD00936,2901,家居用品,396.44,2025-04-25 04:08:39.924810
ORD00275,222,电子产品,102.83,2025-04-25 04:13:51.340817
ORD02539,2578,食品,247.52,2025-04-25 04:14:34.679517
ORD04630,934,家居用品,98.11,2025-04-25 04:16:42.680984
ORD08763,1820,图书,234.11,2025-04-25 04:19:16.685148
